id_descripcion;descripcion
431;"A team of conservationists and veterinarians helps India’s people and wildlife coexist."
432;"A group of misfit campers help a down-on-his-luck magician rediscover his love of magic."
433;"Ant-Man and the Wasp must join forces to uncover secrets from the past."
434;"Charlie, Kirby, and Patrick travel around the U.S. to learn about what makes nature awesome."
435;"Sam is put to the test to care for animals in “Zookeeper’s Challenge.”"
436;"Take a deep dive and learn all about the beloved sea animals in our oceans!"
437;"Learn about our universe through imagery taken from the Hubble Space Telescope."
438;"A bold and original musical celebrating the birth of show business and dreams coming to life."
439;"Come along as we reveal fun, strange & surprising facts about our world in Weird But True!"
440;"Journey across the country’s landscapes to paint an intimate portrait of India's Wild Cats."
441;"“Howard” is the untold story of Howard Ashman, the brilliant lyricist behind Disney classics."
442;"A rogue prince and rival princess safeguard a magical dagger with the power to reverse time."
443;"Celebrating Disney’s new land that brings Star Wars to life!"
444;"THE HIDDEN KINGDOMS OF CHINA takes audiences into the secret wilds of China."
445;"Snoopy takes to the skies against The Red Baron, while his pal, Charlie Brown, begins an epic quest."
446;"A selection of stories featuring encounters and sightings of the unexplained."
447;"Animals face-off in this surprising competition of the toughest and biggest in the animal kingdom."
448;"Check out the cool jobs Nat Geo explorers do every day!"
449;"Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title."
450;"This visual album from Beyoncé reimagines lessons of "The Lion King" for young kings and queens."
451;"Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple."
452;"Check out the continents and find out what makes them unique from each other!"
453;"Check out Jack Randall go head-to-head with all kinds of critters."
454;"Across the Himalayas are stories of the yeti, or abominable snowman."
455;"The Incredibles spring into action when a dangerous new villain emerges."
456;"With so many fishermen and so many fishing disciplines, who is best?"
457;"A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples."
458;"Marvel and Funko present Pop! style Marvel heroes."
459;"The Muppets have a brand-new series ready to stream… but only if they can upload it in time."
460;"Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens."
461;"Join Sam on an underwater journey and learn about sharks, eels, and more!"
462;"Captain Jack Sparrow searches for the Trident of Poseidon."
463;"The PJ Masks are protecting the city from villains!"
464;"Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places."
465;"The Congo: the most mysterious river in the dark heart of Africa."
466;"This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka."
467;"Walt provides a look at the details needed to get the Park ready to open. See details for advisory."
468;"A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!"
469;"Disney Junior songs reimagined as calming lullabies."
470;"Who were the mysterious people who built Machu Picchu and why?"
471;"Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions."
472;"The Mouseketeers arrive to perform at Walt Disney World. See details for advisory."
473;"This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile."
474;"Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind."
475;"A 13-part adventure across the universe of space and time."
476;"Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members."
477;"Witness the beginning of the Star Wars saga's most unlikely hero."
478;"Characters from the X-Men trilogy join their younger selves to change the past and save our future."
479;"The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director."
480;"Animal ER brings you up close to the bleeding edge of animal care."
481;"In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town."
482;"The filmed version of Broadway original “Hamilton” that soars in music and tale."
483;"When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!"
484;"A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours."
485;"A group of bored misfits become local soccer heroes in a sleepy Texas town."
486;"A hotshot lawyer reluctantly coaches a hapless pee wee hockey team."
487;"A lonely subway worker is mistaken for a comatose man's finacée."
488;"Chyna Sparks and her friends are the newest members of the A.N.T. program."
489;"For the first time, go behind-the-scenes into the making of the #1 animated film, Frozen 2."
490;"From the TV series Disneyland, a look at the history of space travel. See details for advisory."
491;"An animated look at humankind's early views of the universe and life on Mars."
492;"The Avengers must be willing to sacrifice all to defeat Thanos."
493;"Adopted by gorillas, Tarzan’s life changes forever when he meets other humans."
494;"Young Tarzan decides his ape family would be better off without him."
495;"The Dearly Family move to a new farm home in the country."
496;"Why is California's Big Sur coastline experiencing an explosion in wildlife?"
497;"Time for a playdate with the Muppet Babies!"
498;"This programme follows a select cast of individuals, determined to bring Egypt back from the brink."
499;"A man-cub who’s been raised by a family of wolves eludes a dangerous tiger."
500;"Tinker Bell and friends face the pirates of Skull Rock to save a friend."
501;"Roger Rabbit is left to care for Baby Herman in Yellowstone National Park."
502;"Roger Rabbit is left to babysit with the mischievous Baby Herman"
503;"A descendant of a long line of criminal masterminds seeks to find his father who has disappeared."
504;"Check in to Mighty Med, the secret superhero hospital."
505;"Walt Disney presents segments of America's fight for freedom. See details for advisory."
506;"Walt Disney discusses the history of animation. See details for advisory."
507;"The U.S. Government sends Walt Disney to South America on a goodwill tour."
508;"Survival expert Les Stroud explores the world of Alaska’s most formidable wildlife."
509;"Nat Geo WILD goes on a search for America's 'big five.' Can America compete with Africa's beasts?"
510;"Ancient civilizations shared an incredible knowledge of the sun."
511;"This show combines Howie Mandel’s lovable comedic genius with clips of animals doing crazy things."
512;"Japan: Between Earth and Sky reveals the mystery of some the most beautiful sites in the country."
513;"A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods."
514;"'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes."
515;"Quite simply, the Greeks created our world."
516;"National Geographic takes us on an untamed journey to Hawaii's remarkable lands."
517;"How will you make the world a better place? Hear stories of the amazing women changing our world."
518;"In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare."
519;"Mickey and Pluto get into trouble with a mischievous seal."
520;"Tara is trying to settle into a strange village."
521;"A teen finds romance and searches for stolen gems during her vacation."
522;"Doc McStuffins has a clinic for toys in her playhouse."
523;"Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen."
524;"Matchmaker Dolly Levi orchestrates the love lives of her friends while trying to figure out her own."
525;"Teenagers train to become superheroes."
526;"On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air."
527;"The Big Fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert."
528;"A journey through the lives of the prolific, award-winning songwriting duo."
529;"As the voice of Goofy and Pluto, Bill Farmer crosses the country meeting dogs doing incredible work!"
530;"The story of Disney's most iconic villain continues."
531;"The landmark Skywalker saga comes to a conclusion."
532;"A former military captain is inexplicably transported to Barsoom (Mars)."
533;"National Geographic Kids presents a natural history series just for kids."
534;"Birth of Europe reveals the extraordinary story of how Europe has been created by Nature’s forces."
535;"Mr. Boogedy returns, and will not stop until he get his revenge."
536;"Albert Lin investigates two great stories of the Bible."
537;"Collector Dan Lanigan reunites iconic Disney movie props with filmmakers, actors, and crew."
538;"A baby raised by gorillas grows up to be a lovable, vine-swinging klutz."
539;"Three lost pets must navigate through San Francisco to find their way home."
540;"Two dogs and a cat embark on a great American journey to find their owners."
541;"Goofy teaches you all about this all-American pastime."
542;"A young male beaver races to build his new family a home before winter. See details for advisory."
543;"An immersive, discovery-led series following teams of archaeologists in Egypt."
544;"We watch as doctors Will and Fran divide and conquer to treat the steady flow of claw-clad patients."
545;"The strange and wonderful world that lies beneath our feet. See details for advisory."
546;"Each episode takes the audience on a first-person journey following a few of the prairie dogs."
547;"A primeval reptile stalks its prey in "the swamp that time forgot." See details for advisory."
548;"A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale."
549;"United States of Animals takes you on a fascinating journey across the United States."
550;"This series reveals the stories of unlikely duos that have struck up unusual relationships."
551;"Experience the beauty and variety of majestic water birds. See details for advisory."
552;"A treasure hunter must steal America's most sacred and guarded document."
553;"BORN WILD: THE NEXT GENERATION gives viewers a look at our planet’s next generation of baby animals."
554;"Home videos compete for cash prizes. Program is presented as originally created."
555;"Olympic elk trek toward the fertile grazing grounds of Mount Olympus. See details for advisory."
556;"Rapunzel must discover the secret of her hair."
557;"Jane Goodall continues her lifetime of activism by continuously spreading a message of hope."
558;"Brain Games features games & experiments revealing the science of how your brain works."
559;"Chip and Dale set off on nutty adventures!"
560;"Spike, an old honey bee, recounts working with Donald in the good ol' days."
561;"Pluto is in for a surprise when Mickey sends him to buy a salami. See details for advisory."
562;"Inside the computer world of the grid, Beck becomes the unlikely leader of a revolution."
563;"“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl."
564;"Come play with the Puppy Dog Pals!"
565;"A heroic baby saves Maggie Simpson from playground peril – and steals her heart."
566;"The islands that lie between Asia and Australia can claim to be the biologically richest on earth."
567;"The pharaoh’s priceless grave goods are being reunited for the first time since their discovery."
568;"A bear cub and a raccoon become fast friends. See details for advisory."
569;"Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory."
570;"Steve the penguin embarks on an epic quest to find love and start a family."
571;"Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version."
572;"A playful young dolphin named Echo must master his vital role in the coral reef community."
573;"Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory."
574;"Donald entices Pluto to try his mechanical dog washer. See details for advisory."
575;"Goofy explores the wonderful world of basketball. See details for advisory."
576;"Chip and Dale defend their home against Donald's dragon-like steam shovel. See details for advisory."
577;"African elephant Shani and her spirited son Jomo make the epic journey of their ancestors."
578;"An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory."
579;"Milo, Bea and Oscar are three BFFs, best fish friends."
580;"Goofy demonstrates the game of football. See details for advisory."
581;"Filmmakers capture an epic journey through the Kalahari Desert for Disneynature’s “Elephant.”"
582;"A mix-up finds a little lion cub in the care of a gentle flock of sheep."
583;"Mickey and friends enjoy skating on a frozen river. See details for advisory."
584;"Two elf brothers embark on an extraordinary quest in Disney and Pixar’s ONWARD!"
585;"Donald declares Chip n Dale's tree "out of scale" for his train set. See details for advisory."
586;"A witty and tenacious team of filmmakers brave the Antarctic to film Disneynature’s “Penguins.”"
587;"It's Pluto's birthday party!"
588;"Donald and his nephews encounter a shark. See details for advisory."
589;"A teen girl is selected from a nationwide search to join the cast of a sketch-comedy series."
590;"A young farm boy relies on the help of a badger to survive the wilderness. See details for advisory."
591;"Sparks fly when Donald moves next door to Pete and his reckless dog. See details for advisory."
592;"A young boy discovers the true spirit of the Christmas season. See details for advisory."
593;"Story of a man who takes a six week trip on his riding lawn mower."
594;"Disney presents a comic twist on a classic tale from Tim Burton."
595;"Nine-year-old Milo sets out to save his mom when she is abducted by Martians."
596;"At Prom, every couple has a story, and no two are exactly alike."
597;"A rebellious daughter and her estranged father try to restore the loving relationship they once had."
598;"An unexpected surprise arrives on the doorstep of a couple who can't have children of their own."
599;"Angela Kinsey hosts five families in a Disney-inspired cooking competition."
600;"Meg travels through time and space to find her father."
601;"Fraternal twins try to explain exactly what just happened."
602;"“Disney Insider” tells the stories behind Disney’s films, parks, destinations, toys & more."
603;"Rock out to music videos from The Ghoul Girls!"
604;"Four highly trained FBI guinea pigs set out to save the world."
605;"Elsa journeys into the unknown to uncover truths about the past."
606;"A coming-of-age story about a high schooler who finds himself drawn to the free-spirited new girl."
607;"Based on a true story of the Coast Guard’s most daring rescue."
608;"An egotistical baseball star wakes up as a 12-year-old on his childhood playing field, the sandlot."
609;"A hotel handyman's bedtime stories go from fantasy to reality."
610;"T’Challa battles a powerful foe when his homeland of Wakanda is threatened."
611;"Pups Dolly and Dylan adventure to find their spots."
612;"Phineas, Ferb and the gang meet some iconic Star Wars characters."
613;"Teams are challenged with designing and building their very unique creations."
614;"New discoveries challenge everything we thought we knew about Viking warriors."
615;"Kaz begins his spy mission, but is in over his head."
616;"This series delivers stories with hi-tech imagery to bring the mysteries of the past to life."
617;"The Secret Warriors show Shuri how to be a teenager."
618;"The Secret Warriors help Inferno recover his powers."
619;"The saga continues, set in a faraway galaxy!"
620;"Avengers Iron Man and Hulk team up to fight an energy-devouring monster."
621;"A heartwarming tale of a girl whose life is changed by a scruffy, fun-loving pooch named Winn-Dixie."
622;"A behind-the-scenes look at Disney's magical weddings."
623;"A St. Bernard lifts a million-dollar necklace from a team of jewel thieves."
624;"Allen Bauer (Tom Hanks) is rescued at sea by the mermaid of his dreams."
625;"Raven Baxter is a typical teenager who just happens to be psychic."
626;"“Timmy Failure” follows the hilarious exploits of a boy who operates a Portland detective agency."
627;"Pixar Animation Studios proudly presents the adventure of a lifetime!"
628;"A barrier breach jeopardizes the safety of Auradon."
629;"Phileas Fogg tries to beat the clock in a race around the world."
630;"Two sets of identical twins, mismatched at birth, cross paths years later."
631;"Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2."
632;"Disney’s The Lion King comes to life in a whole new way."
633;"Elena Cañero-Reed will one day become the U.S. President, but for now, she’s in middle school."
634;"Sing along as the East High Wildcats put on a production of High School Musical: The Musical!"
635;"Experience the breathtaking landscapes and majestic animals of eight U.S. National Parks."
636;"Experience how science is conducted as scientists and survival experts join forces in Antarctica."
637;"Randy is an average freshman until he is chosen as The Ninja."
638;"It's Show and Tell time in the playroom!"
639;"A city girl starts a new life in the country."
640;"From mountains to desert, volcanoes to ice, explore Russia’s scenic beauty and iconic wildlife."
641;"A collaboration begun in 1945 by Salvador Dalí and Walt Disney."
642;"The energetic Peas-n-a-Pod siblings teach Forky about reading, with a little help from Mr. Spell."
643;"Adrift on a lake, two kids with different ways of communicating attempt to connect."
644;"Six kids learn their parents hide a terrible secret."
645;"From Disney comes the thrilling live-action adaptation of Aladdin."
646;"Buttercup, annoyed with all of Forky’s questions, speed teaches everything there is."
647;"Austin, a musician, and Ally, a songwriter, form a team."
648;"Billy and his friends get stuck inside Earth's core."
649;"Mater is a famous bulldozer fighter in Spain."
650;"Mater’s mission on the moon: rescue the Impala XIII."
651;"Mater is a fire truck that rescues McQueen from a fire"
652;"Guido discovers his talent as a sign spinner."
653;"Mater travels back in time to 1909."
654;"Mater is in Tokyo, where he is challenged to a race."
655;"Mater and Lightning McQueen rescue a UFO named Mator."
656;"Red's peaceful morning routine is interrupted by a pesky visitor."
657;"Based on the true story of Jamaican bobsledders at the Winter Olympics."
658;"Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets."
659;"Explore the Bermuda Triangle by draining the water to see what lies beneath the surface."
660;"This groundbreaking television program pulls a virtual plug on the huge lakes."
661;"New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks."
662;"Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time."
663;"We reveal the most famous ship wreck site by virtually draining the Titanic."
664;"First Class Chefs: Family Style is a cooking competition for the whole family!"
665;"A wilderness guide sets out to catch a legendary wild horse. See details for advisory."
666;"The Yelnats family curse lands young Stanley at Camp Green Lake."
667;"See how Marvel became the top super hero storyteller in special interviews."
668;"Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage."
669;"Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth"
670;"Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth."
671;"Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico."
672;"Follow the adventures of Penny, a typical African American girl navigating through teen-dom."
673;"The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad."
674;"Explore what human life might be like, one million years into the future."
675;"Forky meets Rib Tickles, and is schooled on the dangers of law enforcement."
676;"New heroes and galactic legends join to unlock mysteries of the Force."
677;"Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!"
678;"George must rescue his family, then save the jungle from becoming mulch."
679;"An exclusive look into the making of High School Musical: The Musical: The Series."
680;"Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind."
681;"An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog."
682;"Trixie explains to Forky what a computer does as they experience the common stresses of technology."
683;"Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life."
684;"Forky tries to understand the idea of love from some elder toys who think they’ve experienced it."
685;"Meet the diverse group of people behind some of Disney’s most magical stories."
686;"Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands."
687;"The Lion Guard has assembled and now they will DEFEND!"
688;"Discover the inspiring personal stories of the people behind the enduring magic of Disney."
689;"Star battles villains throughout the multiverse."
690;"Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance."
691;"The story of the first all African-American college basketball team."
692;"Hugglemonsters always find a way!"
693;"Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies."
694;"Ghost-Spider teams up with the Secret Warriors."
695;"Ironheart joins the Secret Warriors to defend Earth."
696;"Blastastic! Join Miles and his family in outer space!"
697;"Come and see how the West was fun with Sheriff Callie!"
698;"A team of top car mechanics create awesome supercar megabuilds."
699;"It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian."
700;"Miguel journeys to the magical land of his ancestors."
701;"Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time."
702;"Live musical performances by a star-studded cast are interwoven into the original feature film."
703;"Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance."
704;"The Sensational Six race roadsters around the world!"
705;"Celebrating Mickey, the world’s most beloved character."
706;"Forky shares his thoughts on what makes a good friend based on his limited exposure to the world."
707;"Cameron falls for the girl of his dreams, but she is forbidden to date."
708;"Cruella De Vil dognaps all of the Dalmatian puppies in London."
709;"Pongo and Perdita's pup Patch gets the chance to meet his TV hero."
710;"Oddball, the spotless Dalmatian puppy, heads out in search of his spots."
711;"Setup on a Christmas Eve date, a woman must relive the date over and over."
712;"Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory."
713;"Flik goes in search of warriors to help battle the villainous grasshoppers."
714;"Goofy and Max hit the road and get up to their floppy ears in misadventure."
715;"A mysterious earthquake sends a teenage boy back into medieval times."
716;"Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory."
717;"Teenager Vicky Austin discovers that she can communicate with dolphins."
718;"Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar."
719;"Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?"
720;"Aladdin and his friends defend Agrabah from Jafar's malice."
721;"Join Alice as she chases the White Rabbit into a topsy-turvy world."
722;"James Cameron teams up with NASA scientists to explore undersea life."
723;"Four outcast teens with a love of bowling are thrust into the spotlight."
724;"A working-class youth tries to fit in when with the famed Vienna Boys' Choir."
725;"Journey across the U.S. to meet ordinary people living extraordinary lives."
726;"A young woman takes a job as a teacher in a backwoods school for the deaf."
727;"Goofy shows up to finish college alongside his son Max."
728;"Andi's life is shaken by her sister, Bex's, surprise."
729;"Annie escapes a “hard-knock life” and finds a bighearted billionaire."
730;"With rare archival footage, this film sheds new light on an incredible time in human history."
731;"Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way."
732;"Explorers emerge from below the sea to solve threatening mysteries above."
733;"Brave explorers venture under the sea seeking legendary Atlantis."
734;"Has famous fashionista Edna Mode met her match in Jack-Jack?"
735;"A man embarks on an adventure to an exotic world that he learns to call home & fights to protect."
736;"Two children wander the forest and get lured into a witch's house. See details for advisory."
737;"Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding."
738;"Bambi sets off with his best friends to explore the wonders of the woods."
739;"Bambi reunites with his father, The Great Prince."
740;"A Chinese mom’s life changes when her dumpling comes alive."
741;"Donald Duck and Pluto are at the beach. See details for advisory."
742;"Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory."
743;"In three short stories, see Belle make a gloomy castle fit for a princess."
744;"Former composer Forte threatens to keep Belle and Beast apart forever."
745;"Donald tries to catch the bear that is stealing his honey. See details for advisory."
746;"Leonardo DiCaprio searches for answers on the issue of climate change."
747;"Benji must navigate the wilderness while caring for orphaned cougar cubs."
748;"Best friends gain the ability to travel through time!"
749;"Head to the big city with the Green family!"
750;"A boy genius and his robot team up to save their city."
751;"The team introduces Baymax to everyday activities."
752;"Which dinosaurs were the strangest of the strange, and how did they get that way?"
753;"An 11-year-old cashes a blank check for a million bucks, with wild results."
754;"Mickey and friends build a boat but it falls apart when christened. See details for advisory."
755;"Hollywood's smallest star embarks on a paws-itively awesome adventure!"
756;"Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory."
757;"A washed-up cartoon star begins a new life as the first toon cop in Hollywood."
758;"The musical story of a dancing sheep."
759;"Adolescent Cory Matthews grows up, and faces problems with friends, family, and school."
760;"Princess Merida must undo a beastly curse before it’s too late."
761;"The gang tries to save their animal pals from being sent to a testing lab."
762;"Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier."
763;"An in-line skater quits his crew to join a corporate-sponsored team."
764;"A boy transformed into a bear makes an epic journey to become human again."
765;"Bear Kenai is haunted by dreams of his previous life as a human child."
766;"Two teenagers are sent on a vision quest by a Navajo elder."
767;"Camp Waziyatah opens its doors for a fun summer."
768;"BURN-E the welding bot is locked out of the star liner."
769;"An artsy teen goes from fab to drab after enrolling in a military academy."
770;"An actor and some teenagers create the summer camp of their dreams."
771;"Mitchie gets the chance to spend a summer at a prestigious music camp."
772;"To save Camp Rock, Mitchie challenges Camp Star to a final jam."
773;"Aliens invade when a teen asks for intergalactic help to escape Earth."
774;"A tomboy cons a nobleman to find a treasure trove of Spanish doubloons."
775;"Pluto caddies for Mickey on the golf course. See details for advisory."
776;"Race car Lightning McQueen gets stranded in a small town on Route 66."
777;"Lightning McQueen and Mater go overseas to compete in the World Grand Prix."
778;"Lightning McQueen must face a new generation of racers."
779;"Mater’s decision to fly lands him at a big airshow."
780;"Mater is a rock star in a heavy metal band."
781;"Lighting McQueen gets the hiccups."
782;"Mater searches for clues on a major crime scene."
783;"Mater the Greater is a famous daredevil."
784;"Mater is a monster truck wrestler."
785;"Baja racers descend on Radiator Springs."
786;"Sibling sleuths investigate a crime that threatens their family business."
787;"American teens traverse the African desert to rescue their adopted cheetah."
788;"Donald is inspired by a radio program to make waffles. See details for advisory."
789;"When disaster strikes, Chicken Little hatches a plan to save the day."
790;"Chip and Dale head a small group of animal characters who monitor the human and animal communities."
791;"Chip and Dale have to save their home from Donald Duck. See details for advisory."
792;"Cinderella's enchanted evening must end when a spell is broken at midnight."
793;"Three royal tales, featuring Cinderella and her life in the palace."
794;"Cinderella's stepmother steals a magic wand and turns back time."
795;"Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory."
796;"Two unlikely friends must overcome self-doubt to achieve their dreams."
797;"An overprotective dad joins his daughter in search of the perfect college."
798;"A dramatic teen moves…and finds her new school already has a drama queen."
799;"Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory."
800;"Two ultra-spoiled sisters are put to work in their father's dairy."
801;"The only boy in a family, Wyatt creates a puppet brother."
802;"Melissa Morris is due for adventure when her novelist father goes missing."
803;"Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory."
804;"Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack."
805;"Davy Crockett encounters pirates en route to New Orleans. See details for advisory."
806;"Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory."
807;"When Day and Night meet each other, sparks fly!"
808;"Disney Parks become the Merriest Places on Earth."
809;"Join an epic underwater exploration into the secret lives of sea creatures."
810;"Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter."
811;"Greg faces the scariest, most humiliating experience of any kid’s life: middle school."
812;"An orphaned dinosaur joins others after a meteor destroys his home."
813;"Rival babysitters join forces to search the city for a kid who’s snuck out."
814;"Allie is convinced that her new high school is a contemporary Camelot."
815;"Monica's prom day starts with bad hair…but ends with a great adventure."
816;"Paige and Frankie produce an online comedy channel."
817;"A hockey star hangs up his skates and becomes a substitute scoutmaster."
818;"The kids of Disney villains are given a shot at redemption at Auradon Prep."
819;"Descendants continues with new animated shorts!"
820;"The McDuck family welcomes you to Duckburg!"
821;"Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems."
822;"Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects."
823;"Twelve-year-old Layne Reed discovers a talking car."
824;"The daughter of two monster-hunters must take on a monster of her own."
825;"Dipper and Mabel spend the summer with Grunkle Stan."
826;"Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer."
827;"Jake sails for a treasure hunt against Captain Hook."
828;"JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols."
829;"Nursery Rhymes re-imagined with Disney Junior!"
830;"K.C. joins her spy family as its newest secret agent."
831;"The Lab Rats join forces with the Mighty Med team."
832;"Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters."
833;"Mickey leads kids on an interactive adventure of learning."
834;"Around Milo, anything that can go wrong, will."
835;"Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique."
836;"Harley is stuck in the middle of a family with 7 kids!"
837;"Real-life celebrities are interviewed by Phineas and Ferb."
838;"Get to know the colorful residents of Corona."
839;"Mal emerges from the forest where she meets Dizzy."
840;"The magical Gummi Bears discover their rich history."
841;"Doug uses his imagination to navigate through tests of friendship, love, school, and growing up."
842;"A look at the magical weddings at Disney Destinations."
843;"Holiday Disney weddings and proposals."
844;"Follow Herc's many labors during the years he spent training on how to be a hero."
845;"Kim Possible is a high school girl who, in her spare time, saves the world from evil villains."
846;"This innovative new series provides preschoolers with new ways to hear and see music and art."
847;"Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus."
848;"A portrayal of life at Third Street Elementary School."
849;"Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen."
850;"A man's life is upended when he meets an 8-year-old version of himself."
851;"Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton."
852;"Walt Disney talks about Disneyland in 1966. See details for advisory."
853;"Come face-to-face with the wildly majestic African lions of the savanna."
854;"A mother bear teaches her two impressionable cubs important life lessons."
855;"Embrace the beauty of China's vast terrain – and the life that inhabits it."
856;"Meet a remarkable young chimpanzee who sees his world as his playground."
857;"A million flamingos struggle to survive in the remote Tanzanian wilderness."
858;"Forced from their home among ancient ruins, a mother monkey must lead her son to safety."
859;"An intimate look at butterflies, hummingbirds, bees, bats and flowers."
860;"World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues."
861;"Teen Frances McCausland is framed for the Boogeyman's mischievous pranks."
862;"Donald tries to impress his nephews at golfing. See details for advisory."
863;"Donald is frustrated in his attempts to fix a flat tire. See details for advisory."
864;"The WNBA's Burge twins inspire this film about sisterhood and teamwork."
865;"Doug and his friends discover the "monster" of Lucky Duck Lake."
866;"Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career."
867;"Scrooge and his nephews search for the long-lost loot of Collie Baba."
868;"Dug finds where he belongs is not where he's been looking."
869;"A flying elephant helps show that differences and family can be cherished."
870;"A ticking alarm clock keeps Donald awake. See details for advisory."
871;"Earth Live gives viewers a unique, live view of wildlife around the world."
872;"Easter Island is a riddle, and its mysterious past may hold clues to its future."
873;"A baseball prodigy swings for the culinary fences in a cooking competition."
874;"An Antarctic storm threatens eight sled dogs alone in the wilderness."
875;"Elena travels to Vallestrella and trains with Zuzo!"
876;"When a young boy's money is stolen, the search is on for the thief."
877;"Explore the creation of Star Wars, a saga few thought could ever be made."
878;"Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past."
879;"Two orphans with supernatural powers discover their mysterious past."
880;"Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family."
881;"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity."
882;"Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory."
883;"A modern update of the Disney classic with new music and animation."
884;"Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four."
885;"Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes."
886;"Ferdinand only wants to stop and smell the flowers. See details for advisory."
